Concept_Level_2,Concept_Level_1,Concept_Level_0,Rule Name (Old) , The Questions,Rule_Question Number (Keep!),Concept Class
Nouns & Pronouns,Singular And Plural Nouns,Singular Nouns,Singular And Plural Nouns,"{""0"":""Our friend {works} really hard.""}",1663,Grammar Concepts
Nouns & Pronouns,Singular And Plural Nouns,Singular Nouns,Singular And Plural Nouns,"{""0"":""Can you {sleep} right now, or is it too loud?""}",1664,Grammar Concepts
Nouns & Pronouns,Singular And Plural Nouns,Singular Nouns,Singular And Plural Nouns,"{""0"":""He {thinks} that he did well on the test.""}",1665,Grammar Concepts
Nouns & Pronouns,Singular And Plural Nouns,Singular Nouns,Singular And Plural Nouns,"{""0"":""She {talks} all the time in class.""}",1666,Grammar Concepts
Nouns & Pronouns,Singular And Plural Nouns,Singular Nouns,Singular And Plural Nouns,"{""0"":""He {plants} new seeds in his garden every year.""}",1667,Grammar Concepts
Nouns & Pronouns,Singular And Plural Nouns,Singular Nouns,Singular And Plural Nouns,"{""0"":""My friend {watches} every game of the season.""}",1669,Grammar Concepts
Nouns & Pronouns,Singular And Plural Nouns,Singular Nouns,Singular And Plural Nouns,"{""0"":""Devon always {shuffles} the cards twice.""}",1670,Grammar Concepts
Nouns & Pronouns,Singular And Plural Nouns,Singular Nouns,Singular And Plural Nouns,"{""0"":""Lucas always {catches} the ball when we need him to.""}",1671,Grammar Concepts
Punctuation,Spaces with Periods,Spaces with Periods,Using Periods,"{""0"":""! 'Ann can draw a dragon{. }She can also draw a flower. '""}",1974,Grammar Concepts
Punctuation,Spaces with Punctuation,Spaces with Punctuation,Spaces with Punctuation,"{""0"":""! '{\\""\\""I} can speak three languages{,\\""\\"" said} John.'""}",1979,Grammar Concepts
Punctuation,Spaces with Punctuation,Spaces with Punctuation,Spaces with Punctuation,"{""0"":""The title of this book says{, \\""\\""The} Wind in the Willows{.\\""\\""}""}",1980,Grammar Concepts
Nouns & Pronouns,Subjective Pronouns,Subjective Pronouns,"Subjective, Objective, and Possessive Pronouns","{""0"":""Dan said that {he} will be late.""}",2016,Grammar Concepts
Nouns & Pronouns,Subjective Pronouns,Subjective Pronouns,"Subjective, Objective, and Possessive Pronouns","{""0"":""Our team is skillful, but {we} Introductory Words: Still have a lot to learn.""}",2017,Grammar Concepts
Nouns & Pronouns,Subjective Pronouns,Subjective Pronouns,"Subjective, Objective, and Possessive Pronouns","{""0"":""{They} were told by us to leave their shoes outside.""}",2022,Grammar Concepts
Nouns & Pronouns,Subjective Pronouns,Subjective Pronouns,"Subjective, Objective, and Possessive Pronouns","{""0"":""You can borrow my tools while they repair {yours}.""}",2026,Grammar Concepts
Conjunctions,Subordinating Conjunctions,Because,Because,"{""0"":""We can't carpool today{ because} I am out of gas.""}",1793,Grammar Concepts
Conjunctions,Subordinating Conjunctions,Because,Because,"{""0"":""My dog is wagging his tail{ because he likes you}.""}",1794,Grammar Concepts
Conjunctions,Subordinating Conjunctions,Because,"So, Because","{""0"":""We should turn on a fan{ because} it's hot in here.""}",1785,Grammar Concepts
Conjunctions,Subordinating Conjunctions,Because,"So, Because","{""0"":""I'm bringing a jacket {because} I think there will be a blizzard.""}",1786,Grammar Concepts
Conjunctions,Subordinating Conjunctions,Because,"So, Because","{""0"":""I have an umbrella with me{ because} I knew it would rain.""}",1787,Grammar Concepts
Conjunctions,Subordinating Conjunctions,Because,"So, Because","{""0"":""The explorers brought provisions{ because} they would be gone awhile.""}",1789,Grammar Concepts
Conjunctions,Subordinating Conjunctions,Because,"So, Because","{""0"":""I learned to code{ because} I love working with computers.""}",1790,Grammar Concepts
Conjunctions,Subordinating Conjunctions,Because,"So, Because","{""0"":""We want you to join the band{ because} we need a drummer.""}",1791,Grammar Concepts
Conjunctions,Subordinating Conjunctions,Because,"So, Because","{""0"":""I go to the gym{ because} I want to get stronger.""}",1792,Grammar Concepts
Adjectives & Adverbs,Superlative Adjectives,Superlative Adjectives ending in Y,Adjectives ending in \\\\y\\\\ (Superlative),"{""0"":""Who is the {funniest} Irregular Nouns: Person in class?""}",1403,Grammar Concepts
Adjectives & Adverbs,Superlative Adjectives,Superlative Adjectives ending in Y,Adjectives ending in \\\\y\\\\ (Superlative),"{""0"":""Out of all these hamsters, the {tiniest} one is the cutest.""}",1404,Grammar Concepts
Adjectives & Adverbs,Superlative Adjectives,Best,Better & Best,"{""0"":""I can't decide which movie I like the {best} of all.""}",1405,Grammar Concepts
Adjectives & Adverbs,Superlative Adjectives,Best,"Better & Best, Worse & Worst","{""0"":""Bill thinks he is the {best} at everything.""}",1407,Grammar Concepts
Adjectives & Adverbs,Superlative Adjectives,Superlative Adjectives,Comparative and Superlative Adjectives,"{""0"":""You might be the {quickest} learner I have ever met.""}",1389,Grammar Concepts
Adjectives & Adverbs,Superlative Adjectives,Superlative Adjectives,Comparative and Superlative Adjectives,"{""0"":""Of all the animals in the zoo, the lion is the {fiercest}.""}",1390,Grammar Concepts
Adjectives & Adverbs,Superlative Adjectives,Superlative Adjectives,Comparative and Superlative Adjectives,"{""0"":""This is the {cheapest} renting price I have ever seen.""}",1391,Grammar Concepts
Adjectives & Adverbs,Superlative Adjectives,Superlative Adjectives,Comparative and Superlative Adjectives,"{""0"":""Antoine is the {smartest} student in the class.""}",1392,Grammar Concepts
Adjectives & Adverbs,Superlative Adjectives,Superlative Adjectives ending in Y,Comparative and Superlative Adjectives Ending in \\\\y\\\\,"{""0"":""The basement is the {dirtiest} part of this house.""}",1400,Grammar Concepts
Adjectives & Adverbs,Superlative Adjectives,Superlative Adjectives ending in Y,Comparative and Superlative Adjectives Ending in \\\\y\\\\,"{""0"":""That cheese is the {stinkiest} thing ever.""}",1401,Grammar Concepts
Adjectives & Adverbs,Superlative Adjectives,Superlative Adjectives ending in Y,Comparative and Superlative Adjectives Ending in \\\\y\\\\,"{""0"":""Last night I watched the {scariest} movie I have seen.""}",1402,Grammar Concepts
Adjectives & Adverbs,Superlative Adjectives,Superlative Adjectives,Superlative Adjectives,"{""0"":""Emily has the {fastest} time on the team.""}",1393,Grammar Concepts
Adjectives & Adverbs,Superlative Adjectives,Superlative Adjectives,Superlative Adjectives,"{""0"":""Tom is the {boldest} Irregular Nouns: Person I know.""}",1394,Grammar Concepts
Adjectives & Adverbs,Superlative Adjectives,Worst,Worse & Worst,"{""0"":""This is the {worst} storm I've ever seen.""}",1411,Grammar Concepts
Adjectives & Adverbs,Superlative Adjectives,Worst,Worse & Worst,"{""0"":""Right now is the {worst} time for someone to call me.""}",1412,Grammar Concepts
Commonly Confused Words,"Than, Then",Than,Than vs. Then,"{""0"":""I'd rather have two pears {than} an orange""}",404,Grammar Concepts
Commonly Confused Words,"Than, Then",Than,Than vs. Then,"{""0"":""There are more {than} 300 million Irregular Nouns: People in the United States.""}",405,Grammar Concepts
Commonly Confused Words,"Than, Then",Than,Than vs. Then,"{""0"":""Her speakers can get much louder {than} mine can.""}",406,Grammar Concepts
Commonly Confused Words,"Than, Then",Than,Than vs. Then,"{""0"":""The whole is more {than} the sum of its parts.""}",407,Grammar Concepts
Commonly Confused Words,"Than, Then",Than,Than vs. Then,"{""0"":""There is nowhere I'd rather live {than} New York City.""}",1232,Grammar Concepts
Commonly Confused Words,"Than, Then",Than,Than vs. Then,"{""0"":""Do you like cats more {than} dogs?""}",1233,Grammar Concepts
Commonly Confused Words,"Than, Then",Than,Than vs. Then,"{""0"":""I'd rather snowboard {than} ski.""}",1237,Grammar Concepts
Commonly Confused Words,"Than, Then",Than,Than vs. Then,"{""0"":""Five is more {than} four.""}",1238,Grammar Concepts
Commonly Confused Words,"Than, Then",Then,Than vs. Then,"{""0"":""Go down the street, {then} take a right turn.""}",403,Grammar Concepts
Commonly Confused Words,"Than, Then",Then,Than vs. Then,"{""0"":""Once you finish your dinner, {then} you can have dessert.""}",1234,Grammar Concepts
Commonly Confused Words,"Than, Then",Then,Than vs. Then,"{""0"":""'That was {then}, this is now. '""}",1235,Grammar Concepts
Commonly Confused Words,"Than, Then",Then,Than vs. Then,"{""0"":""There was nice weather for a while, but {then} a storm came.""}",1236,Grammar Concepts
Commonly Confused Words,"Than, Then",Then,Than vs. Then,"{""0"":""If you eat all of your vegetables, {then} you will grow up to be big and strong.""}",1239,Grammar Concepts
Contractions,That's,That's,"I've, That's, It's","{""0"":""I think {that's} pretty much it.""}",1846,Grammar Concepts
Contractions,That's,That's,"I've, That's, It's","{""0"":""{That's} the best cup of tea I've ever had.""}",1847,Grammar Concepts
Contractions,That's,That's,That's,"{""0"":""I think {that's} a four leaf clover.""}",1850,Grammar Concepts
Contractions,That's,That's,That's,"{""0"":""{That's} the last straw.""}",1851,Grammar Concepts
Commonly Confused Words,"There, They're, Their",Their,"There, They're, & Their","{""0"":""My parents left {their} oven on.""}",1248,Grammar Concepts
Commonly Confused Words,"There, They're, Their",Their,"There, They're, & Their","{""0"":""{Their} older music is way better.""}",1249,Grammar Concepts
Commonly Confused Words,"There, They're, Their",There,"There, They're, & Their","{""0"":""I see a hawk over {there}.""}",1250,Grammar Concepts
Commonly Confused Words,"There, They're, Their",There,"There, They're, & Their","{""0"":""{There} is a bird's nest in that tree.""}",1251,Grammar Concepts
Commonly Confused Words,"There, They're, Their",They're,"There, They're, & Their","{""0"":""They have changed, but {they're} Introductory Words: Still friends.""}",1240,Grammar Concepts
Commonly Confused Words,"There, They're, Their",They're,"There, They're, & Their","{""0"":""They're always together now that {they're} dating.""}",1241,Grammar Concepts
Commonly Confused Words,"There, They're, Their",Their,"There, They're, Their","{""0"":""I like the band because of {their} drummer.""}",1244,Grammar Concepts
Commonly Confused Words,"There, They're, Their",Their,"There, They're, Their","{""0"":""{Their} concert was the best one I have seen.""}",1245,Grammar Concepts
Commonly Confused Words,"There, They're, Their",There,"There, They're, Their","{""0"":""{There} are many birds around here.""}",1246,Grammar Concepts
Commonly Confused Words,"There, They're, Their",There,"There, They're, Their","{""0"":""Where {there} is smoke there is fire.""}",1247,Grammar Concepts
Commonly Confused Words,"There, They're, Their",They're,"There, They're, Their","{""0"":""I like puppies because {they're} so cute.""}",1242,Grammar Concepts
Commonly Confused Words,"There, They're, Their",They're,"There, They're, Their","{""0"":""The students in that class will do well because {they're} always studying.""}",1243,Grammar Concepts
Commonly Confused Words,"Thrown, Throne",Throne,"Thrown, Throne","{""0"":""A true king rules not from the {throne}, but from the field.""}",820,Grammar Concepts
Commonly Confused Words,"Thrown, Throne",Throne,"Thrown, Throne","{""0"":""My dad calls the leather chair in the living room his \\""\\""{throne}.\\""\\""""}",822,Grammar Concepts
Commonly Confused Words,"Thrown, Throne",Thrown,"Thrown, Throne","{""0"":""By the time we arrived, the suspect had {thrown} out all the evidence.""}",821,Grammar Concepts
Commonly Confused Words,"To, Too, Two",To,"To, Too, & Two","{""0"":""Can you tell me how {to} get home from here?""}",1252,Grammar Concepts
Commonly Confused Words,"To, Too, Two",To,"To, Too, & Two","{""0"":""You should go {to} sleep if you are tired.""}",1253,Grammar Concepts
Commonly Confused Words,"To, Too, Two",To,"To, Too, & Two","{""0"":""I want {to} live in Japan for a couple of years.""}",1260,Grammar Concepts
Commonly Confused Words,"To, Too, Two",Too,"To, Too, & Two","{""0"":""You {too} can prevent forest fires.""}",1261,Grammar Concepts
Commonly Confused Words,"To, Too, Two",Two,"To, Too, & Two","{""0"":""Are there only {two} seats available?""}",1262,Grammar Concepts
Commonly Confused Words,"To, Too, Two",Two,"To, Too, & Two","{""0"":""Do you want one or {two} napkins?""}",1263,Grammar Concepts
Commonly Confused Words,"To, Too, Two",To,"To, Too, Two","{""0"":""I want {to} go fishing too.""}",1254,Grammar Concepts
Commonly Confused Words,"To, Too, Two",To,"To, Too, Two","{""0"":""I don't want {to} take a nap.""}",1255,Grammar Concepts
Commonly Confused Words,"To, Too, Two",Too,"To, Too, Two","{""0"":""It is Ryan's birthday {too}.""}",1256,Grammar Concepts
Commonly Confused Words,"To, Too, Two",Too,"To, Too, Two","{""0"":""May I have some ice cream {too}?""}",1257,Grammar Concepts
Commonly Confused Words,"To, Too, Two",Two,"To, Too, Two","{""0"":""My brother is {two} years old.""}",1258,Grammar Concepts
Commonly Confused Words,"To, Too, Two",Two,"To, Too, Two","{""0"":""They are like {two} peas in a pod.""}",1259,Grammar Concepts
Adjectives & Adverbs,Two Adjectives,Two Adjectives,Two Adjectives,"{""0"":""The {big, red} ball bounced very high.""}",768,Grammar Concepts
Adjectives & Adverbs,Two Adjectives,Two Adjectives,Two Adjectives,"{""0"":""That {bright, shiny} ring must have Irregular Past Participles: Been expensive.""}",769,Grammar Concepts
Adjectives & Adverbs,Two Adjectives,Two Adjectives,Two Adjectives,"{""0"":""This {smooth, creamy} soup is good for a sore throat.""}",770,Grammar Concepts
Verbs,Verb Mood Shift,Verb Mood Shift,Verb Mood Shift,"{""0"":""I wish he {were} visiting this week, we all could have celebrated together.""}",1991,Grammar Concepts
Verbs,Verb Tense Shift,Verb Tense Shift,Verb Tense,"{""0"":""The leaves {fall} and cover the ground."",""1"":""The leaves {fell and covered} the ground.""}",1170,Grammar Concepts
Verbs,Verb Tense Shift,Verb Tense Shift,Verb Tense Shift,"{""0"":""She is a talented athlete, but she {has} poor sportsmanship.""}",777,Grammar Concepts
Verbs,Verb Tense Shift,Verb Tense Shift,Verb Tense Shift,"{""0"":""She is a talented athlete, but she {has} poor sportsmanship.""}",1985,Grammar Concepts
Verbs,Verb Tense Shift,Verb Tense Shift,Verb Tense Shift,"{""0"":""I didn't go to practice last week because I {was} sick.""}",1986,Grammar Concepts
Verbs,Verb Tense Shift,Verb Tense Shift,Verb Tense Shift,"{""0"":""The clouds passed by and the sun {shined} again.""}",1987,Grammar Concepts
Verbs,Verb Tense Shift,Verb Tense Shift,Verb Tense Shift,"{""0"":""Have you {taken} your driving test yet?""}",1988,Grammar Concepts
Verbs,Verb Tense Shift,Verb Tense Shift,Verb Tense Shift,"{""0"":""If the step"",""1"":""ladder {were} taller, we could put in the last lightbulb.""}",1989,Grammar Concepts
Verbs,Verb Tense Shift,Verb Tense Shift,Verb Tense Shift,"{""0"":""I wish I {were} an Olympic swimmer.""}",1990,Grammar Concepts
Verbs,Verb Tense Shift,Verb Tense Shift,Verbs Beginning with \\\\to\\\\,"{""0"":""I do not have time to get dressed, {shower}, and shave all at once.""}",1178,Grammar Concepts
Verbs,Verb Tense Shift,Verb Tense Shift,Verbs Ending in \\\\ing\\\\,"{""0"":""He spent all day washing the car, vacuuming the carpet, and {dusting} the countertops.""}",1177,Grammar Concepts
Contractions,Won't,Won't,"Can't, Won't","{""0"":""If you pick at that scab, it {won't} heal quickly.""}",1837,Grammar Concepts
Contractions,Won't,Won't,"Can't, Won't","{""0"":""He said he {won't} go play outside.""}",1838,Grammar Concepts
Contractions,Won't,Won't,"Can't, Won't","{""0"":""If you don't study, you {won't} do well on the test.""}",1839,Grammar Concepts
Contractions,Won't,Won't,Won't,"{""0"":""I {won't} go on that roller coaster.""}",1840,Grammar Concepts
Contractions,Won't,Won't,Won't,"{""0"":""He told me he {won't} go to school today.""}",1841,Grammar Concepts
Contractions,You're,You're,"I'm, You're, Let's","{""0"":""I heard that {you're} working at the community theater.""}",1858,Grammar Concepts
Contractions,You're,You're,"I'm, You're, Let's","{""0"":""{You're} all running in the race this weekend.""}",1859,Grammar Concepts
Commonly Confused Words,"You're, Your",You're,You're,"{""0"":""{You're} in big trouble for messing up the principal's car.""}",1862,Grammar Concepts
Commonly Confused Words,"You're, Your",You're,You're,"{""0"":""{You're} all very energetic today.""}",1863,Grammar Concepts
