entry,type,Curriculum Assigned Optimal Status,label,Optional - Curriculum Label,Optional - Highlight,Optional - AutoML Label,Optional - AutoML Primary Feedback,Optional - AutoML Secondary Feedback
Numerous species on a healthy reef will produce a wide variety of sounds.,prompt,optimal,Optimal_2,,,,,
Numerous noisy creatures may be found in healthy reefs.,prompt,optimal,Optimal_2,,,,,
noise indicates the presence of living organisms which make up a healthy reef.,prompt,optimal,Optimal_2,,,,,
"marine animals use sound to to find, attract mates, and communicate and this is a sign of healthy coral reefs",prompt,optimal,Optimal_2,,,,,
marine animals live in healthy coral reefs and make these noises.,test,optimal,Optimal_2,,,,,
Many distinct noises will be produced by a healthy reef with a wide variety of species.,prompt,optimal,Optimal_2,,,,,
"Loud, crackling sounds like to a bonfire are characteristic of healthy coral reefs.",prompt,optimal,Optimal_2,,,,,
loud coral reefs are a sign of how healthy they are.,prompt,optimal,Optimal_2,,,,,
lots of animals make different noises that people can hear and the sounds that reefs make help scientists assess to the health of reefs.,prompt,optimal,Optimal_2,,,,,
"it's sounds can differentiate between a healthy and sick reef, due to the animal calls and interactions.",test,optimal,Optimal_2,,,,,
it will tell scientists whether or not the reef is healthy and populated by underwater flora and fauna by using what sections produce what frequency to predict health reletive to the reef,prompt,optimal,Optimal_2,,,,,
It will show the health of the ecosystem through sound mainly for the sounds the other animals make that follow by the reef.,prompt,optimal,Optimal_2,,,,,
It will crackle and make varied noises if it is healthy.,prompt,optimal,Optimal_2,,,,,
it shows that there are lots of different animals living there which means that they make many different noises throughout the day.,prompt,optimal,Optimal_2,,,,,
it shows that many animals are using a healthy reef and there are fewer animals when in an unhealthy reef.,test,optimal,Optimal_2,,,,,
"it shows how animals use the sounds to find food, attract mates, and communicate this shows signs of healthy coral reefs.",prompt,optimal,Optimal_2,,,,,
It should crackle and make various noises if it is healthy.,prompt,optimal,Optimal_2,,,,,
It should be cracking and making varied noises if it is healthy.,prompt,optimal,Optimal_2,,,,,
"it produces loud, crackling sounds, which generally indicates that the coral reef is in good health.",prompt,optimal,Optimal_2,,,,,
"it makes loud, crackling and campfire sound know that de coral reef is okay, and it's full of animals.",test,optimal,Optimal_2,,,,,
"it makes different noises at different time of the day, in paragraph 5 it states, ""A healthy reef is full of lots of animals.. With the Linnean Society.""",prompt,optimal,Optimal_2,,,,,
it makes cracking noise that means it healthy.,prompt,optimal,Optimal_2,,,,,
it indicates that wild life are around and that the coral is healthy.,prompt,optimal,Optimal_2,,,,,
it indicates that there in the wild life and that they are healthy.,prompt,optimal,Optimal_2,,,,,
it indicates that the animals in the wild life and that they are healthy and that they had food.,test,optimal,Optimal_2,,,,,
it indicates that animals finding food and attracting mates and that the coral is healthy some sounds like pops and clicks.,prompt,optimal,Optimal_2,,,,,
"it helps them understand the health of coral reefs with the sounds like crackling sounds, this helps scientists know what to do to make the environment better.",prompt,optimal,Optimal_2,,,,,
"it helps them see how the reef is doing faster and more accurately, and help save the reef because a healthy reef is full of sounds from animals making noise.",prompt,optimal,Optimal_2,,,,,
it helps the marine survive in the coral knowing that its habit sounds and looks good enough to live in it.,prompt,optimal,Optimal_2,,,,,
"it can tell scientists how healthy the coral reef is because animals use them to find food, attract mates, and communicate.",test,optimal,Optimal_2,,,,,
it can help scientists monitor its health by learning the sounds a healthy and unhealthy coral makes and a healthy coral reef is full of animals.,prompt,optimal,Optimal_2,,,,,
"it can help marine animals communicate, find mates, and find food and can determine if they're healthy or not.",prompt,optimal,Optimal_2,,,,,
"it can demonstrate the presence of animals or not, indicating the health of the reef.",prompt,optimal,Optimal_2,,,,,
"it aids them to find food, attract mates, while being notified of healthy coral reefs.",prompt,optimal,Optimal_2,,,,,
"if they produce loud and crackling sounds, that means they are healthy.",test,optimal,Optimal_2,,,,,
if they make nore noises they are healthier.,prompt,optimal,Optimal_2,,,,,
"if they are making a lot of noise, they are healthy.",prompt,optimal,Optimal_2,,,,,
"if the sounds have loud crackling sounds like fireworks, they can know that the coral is healthy for animals.",prompt,optimal,Optimal_2,,,,,
"if the reef is loud with many animals, it shows the reef is healthy.",prompt,optimal,Optimal_2,,,,,
if the reef is healthy it will have crackling sounds.,test,optimal,Optimal_2,,,,,
if the reef is full of animal sounds then it is healthy.,prompt,optimal,Optimal_2,,,,,
"if the coral pops, clicks, whoops, growls, or croaks it's in good health.",prompt,optimal,Optimal_2,,,,,
"if the coral pops, clicks, whoops, growls, or croaks it is in good health.",prompt,optimal,Optimal_2,,,,,
If the coral makes loud crackling sounds then it signifies health.,prompt,optimal,Optimal_2,,,,,
if the coral is healthy it will make a loud crackling sound.,test,optimal,Optimal_2,,,,,
if the coral is healthy it produces a loud crackling sound.,prompt,optimal,Optimal_2,,,,,
if it makes sounds almost like a crackling fire it means that is healthy and full of fish also making some of those noises.,prompt,optimal,Optimal_2,,,,,
if it makes a loud sound and crackling sounds like a campfire it is healthy.,prompt,optimal,Optimal_2,,,,,
if it is healthy it will be crackling with different sounds.,prompt,optimal,Optimal_2,,,,,
if it is healthy it has a campfire sound.,test,optimal,Optimal_2,,,,,
if it has sounds coming out it means that there are animals living there and it's good.,prompt,optimal,Optimal_2,,,,,
"healthy reefs will sound like a loud, crackling campfire.",prompt,optimal,Optimal_2,,,,,
healthy reefs produce loud cracking noises.,prompt,optimal,Optimal_2,,,,,
healthy reefs pop and make many sounds.,prompt,optimal,Optimal_2,,,,,
"healthy reefs make loud, crackling noises.",test,optimal,Optimal_2,,,,,
healthy reefs make loud crackling sound.,prompt,optimal,Optimal_2,,,,,
"healthy reefs have loud, crackling sounds.",prompt,optimal,Optimal_2,,,,,
"healthy reefs have loud, crackling sounds similar to a campfire",prompt,optimal,Optimal_2,,,,,
healthy reefs have loud cackling sounds similar to a campfire.,prompt,optimal,Optimal_2,,,,,
healthy reefs are full of animals that make noises.,test,optimal,Optimal_2,,,,,
healthy reefs are full of animals that make noises at different times of day and for different reasons,prompt,optimal,Optimal_2,,,,,
healthy reefs are full of animals that make noises and you can hear that,prompt,optimal,Optimal_2,,,,,
healthy reef is full of animals that make different noises.,prompt,optimal,Optimal_2,,,,,
"healthy reef has loud, crackling sounds",prompt,optimal,Optimal_2,,,,,
"healthy ones will sound like a loud, crackling, campfire.",test,optimal,Optimal_2,,,,,
"healthy ones will sound like a loud, crackling campfire.",prompt,optimal,Optimal_2,,,,,
"healthy ones will sound like a loud, crackling campfire.",prompt,optimal,Optimal_2,,,,,
"healthy ones will sound like a loud, crackling campfire.",prompt,optimal,Optimal_2,,,,,
Healthy corals make loud sounds.,prompt,optimal,Optimal_2,,,,,
"healthy coral reefs usually have a loud, crackling sounds almost like a camp fire.",test,optimal,Optimal_2,,,,,
healthy coral Reefs sound has a loud crackling sound.,prompt,optimal,Optimal_2,,,,,
Healthy coral reefs produce more sound.,prompt,optimal,Optimal_2,,,,,
healthy coral reefs produce many types of sounds.,prompt,optimal,Optimal_2,,,,,
healthy coral reefs produce loud crackling sounds such as one similar to a campfire.,prompt,optimal,Optimal_2,,,,,
healthy coral reefs produce a loud and crackling sound.,test,optimal,Optimal_2,,,,,
healthy coral reefs make louder sounds.,prompt,optimal,Optimal_2,,,,,
healthy coral reefs make loud sounds similar to a camp fire.,prompt,optimal,Optimal_2,,,,,
"healthy coral reefs make clicking noises, similar to a campfire.",prompt,optimal,Optimal_2,,,,,
"healthy coral reefs made loud, crackling sounds.",prompt,optimal,Optimal_2,,,,,
"healthy coral reefs have loud, crackling sounds.",test,optimal,Optimal_2,,,,,
"healthy coral reefs have loud, crackling sounds.",prompt,optimal,Optimal_2,,,,,
"healthy coral reefs have loud, crackling sounds similar to a campfire.",prompt,optimal,Optimal_2,,,,,
"healthy coral reefs have loud, crackling sounds like a campfire.",prompt,optimal,Optimal_2,,,,,
"healthy coral reefs have loud, cackling sounds.",prompt,optimal,Optimal_2,,,,,
"healthy coral reefs have loud sound, like crackling Sounds that´s similar to a campfire.",test,optimal,Optimal_2,,,,,
Healthy coral reefs have loud crackling sounds.,prompt,optimal,Optimal_2,,,,,
healthy coral reefs have crackling sounds like a campfire.,prompt,optimal,Optimal_2,,,,,
healthy coral reefs have a loud crackling sound.,prompt,optimal,Optimal_2,,,,,
healthy coral reefs have a loud crackling sound.,prompt,optimal,Optimal_2,,,,,
healthy coral reefs have a loud crackling sound that is similar to a campfire.,test,optimal,Optimal_2,,,,,
"healthy coral reefs give off certain sounds, such as pops, clicks, whoops, growls and croaks.",prompt,optimal,Optimal_2,,,,,
healthy coral reefs are loud and sound like a campfire.,prompt,optimal,Optimal_2,,,,,
healthy coral reefs are loud and making a crackling sound that is similar to that of a campfire.,prompt,optimal,Optimal_2,,,,,
healthy coral reefs are loud and have crackling sounds while full of lots of life and animals.,prompt,optimal,Optimal_2,,,,,
healthy coral makes a lot of noise showing its health.,test,optimal,Optimal_2,,,,,
healthier coral reefs make crackling and popping noises.,prompt,optimal,Optimal_2,,,,,
crackling sounds mean it's unhealthy and a healthy coral reef sounds like lots of animals.,prompt,optimal,Optimal_2,,,,,
coral reefs that are healthy will sound like a burning piece of wood.,prompt,optimal,Optimal_2,,,,,
coral reefs that are healthy will sound like a burning campfire.,prompt,optimal,Optimal_2,,,,,
coral reefs that are healthy sound stronger.,test,optimal,Optimal_2,,,,,
coral reefs that are healthy sound similar to a campfire.,prompt,optimal,Optimal_2,,,,,
"coral reefs can produce many different sounds, which can help scientists assess the well being of the reefs and their inhabitants, in the paragraph of listening for crackling sounds in a healthy reef",prompt,optimal,Optimal_2,,,,,
"coral reefs can produce many different sounds, which can help scientists assess the well being of the reefs and their inhabitants, in the paragraph of listening for  Health for any crackling sounds.",prompt,optimal,Optimal_2,,,,,
Animals that produce noise are abundant in healthy reefs.,prompt,optimal,Optimal_2,,,,,
"animals sound like a campfire highlight a lot of life, meaning that the reef is healthy.",test,optimal,Optimal_2,,,,,
"animals make different noises, and animal living there shows how healthy the reef is.",prompt,optimal,Optimal_2,,,,,
Animal sounds can be heard all throughout a healthy reef.,prompt,optimal,Optimal_2,,,,,
Animal sounds abound on a healthy reef.,prompt,optimal,Optimal_2,,,,,
an healthy coral reef make crackling sounds.,prompt,optimal,Optimal_2,,,,,
An abundant variety of noisy creatures may be found on a healthy reef.,test,optimal,Optimal_2,,,,,
"all the creatures living on and in it, tells scientists that the coral reef is healthy and living.",prompt,optimal,Optimal_2,,,,,
A thriving reef with a wide variety of species will produce a wide range of sounds.,prompt,optimal,Optimal_2,,,,,
